0.01,0.011,0.012,0.011,0.01,0.011,0.01,0.011,0.012,0.012,0.011,0.012,0.012,0.012,0.012,0.011,0.012,0.013,0.011,0.012,0.012,0.011,0.012,0.012,0.011,0.01,0.012,0.011,0.012,0.01,0.011,0.012,0.015000000000000001,0.012,0.012,0.011,0.011,0.01,0.011,0.012,0.011,0.011,0.011,0.012,0.012,0.012,0.011,0.01,0.011,0.011,0.012,0.011,0.011,0.012,0.011,0.015000000000000001,0.011,0.01,0.011,0.011,0.006,0.004,0.012,0.012,0.012,0.014,0.012,0.01,0.014,0.011,0.012,0.011,0.012,0.011,0.011,0.011,0.011,0.01,0.012,0.006,0.011,0.012,0.011,0.011,0.012,0.01,0.011,0.011,0.011,0.011,0.011,0.011,0.01,0.012,0.011,0.01,0.012,0.011,0.011,0.01
time_diff_mean_1,0.011190000000000002
