190.229,194.752,245.554,203.087,198.467,197.304,198.11100000000002,240.964,206.565,192.408,191.441,193.98000000000002,245.25900000000001,211.57899999999998,190.59300000000002,198.3,195.052,237.915,199.45399999999998,187.128,191.39600000000002,200.352,236.844,204.328,197.42000000000002,196.701,196.638,251.18,205.861,189.0,197.321,197.42000000000002,251.15599999999998,199.483,200.36399999999998,195.79,236.481,205.099,195.75500000000002,199.701,198.37,238.578,204.77300000000002,199.54,195.883,199.166,257.15500000000003,200.45499999999998,198.22699999999998,192.037,200.014,237.947,207.06900000000002,199.555,209.937,239.841,198.81799999999998,199.986,203.815,197.37199999999999,239.728,196.14000000000001,188.502,187.871,199.71800000000002,247.064,202.84,196.913,191.697,240.173,198.462,201.539,199.416,198.107,250.27899999999997,192.866,192.64700000000002,190.26999999999998,247.32000000000002,214.001,211.308,201.74200000000002,199.335,247.76000000000002,201.056,192.70000000000002,202.435,247.73700000000002,202.934,194.977,199.44899999999998,245.961,203.679,208.447,191.952,200.015,246.26700000000002,193.405,198.585,192.645
time_diff_enroll_mean,208.02912000000003
