262.118,266.63,265.741,318.339,261.62800000000004,250.44899999999998,250.72299999999998,306.14799999999997,263.052,262.49899999999997,257.106,260.0,359.133,287.094,262.87100000000004,258.394,251.865,314.513,287.275,257.727,258.029,316.189,286.966,251.40400000000002,250.766,249.91299999999998,299.14099999999996,258.053,254.998,273.138,253.33099999999996,325.055,274.752,281.12399999999997,258.012,307.882,261.19599999999997,257.175,244.258,248.318,303.487,272.301,259.66499999999996,263.96,307.76599999999996,260.06800000000004,259.898,251.12699999999998,292.221,327.14300000000003,289.099,261.672,256.877,309.307,260.87100000000004,251.32100000000003,256.61899999999997,265.966,344.76099999999997,264.849,258.218,248.298,317.02200000000005,271.78999999999996,267.72200000000004,257.758,304.88599999999997,265.587,258.583,280.75,258.129,309.873,259.545,258.919,249.083,296.9,262.398,258.411,260.98199999999997,304.469,281.20099999999996,316.57099999999997,273.382,263.08,311.864,259.415,255.92100000000002,253.76500000000001,307.77500000000003,260.146,263.304,258.62,319.248,282.40999999999997,273.04,257.228,305.86999999999995,271.08700000000005,249.749,261.804
time_diff_create_mean,274.46786
