47116.221000000005,46794.17,47244.473999999995,46425.316,47066.342,46724.778999999995,48742.375,47210.465,46196.293,47021.588,46757.287,47431.765,47182.684,46394.258,46554.62,46992.491,47424.428,46485.11,46014.504,47282.206000000006,47303.576,47398.657999999996,46509.667,46817.622,47193.925,47438.962,47094.18,46552.670999999995,46701.98100000001,47062.508,47299.568999999996,46837.03,46409.007000000005,47179.488,47127.664000000004,47365.229999999996,46764.555,46546.818999999996,47113.468,46879.92,47542.168,47244.166,47089.383,46673.226,47467.037,48068.069,47686.247,46339.874,46039.281,47064.937,47494.913,47144.081,46290.475,46338.531,47104.923,47161.301,47202.809,46929.654,45994.320999999996,47118.888,47096.376,47264.583,45716.202000000005,47110.281,47151.506,47192.871,46585.425,46556.193999999996,47292.121999999996,47611.661,46315.208,47194.759,46590.346,47892.731,46517.401,47492.345,47378.367,46397.685000000005,47135.948,46517.937000000005,47259.917,47402.013,45699.901,47243.049,47118.257,47237.467000000004,47737.31,46017.451,47483.44,47116.176,47323.422,46698.80100000001,46575.029,47395.944,47427.42,47398.447,47024.889,46436.454,47541.962,47252.95
time_diff_mean,46990.52407000001
paginated_count,40
