time_diff_page,1135.027,416.33500000000004,950.2779999999999,335.74,955.106,324.52500000000003
response_each_page,40,11,40,11,40,11
paginated_count,1
iteration,3
time_diff_total,1552.287,1286.8,1280.9360000000001
