1172.895,1239.6450000000002,1239.0639999999999,1179.616,1202.367,1177.477,1223.665,1149.508,1181.5549999999998,1208.5159999999998,1370.743,1278.473,1157.559,1139.222,1151.071,1222.713,1234.1819999999998,1177.724,1143.174,1176.791,1210.6650000000002,1149.288,1436.738,1162.123,1169.9550000000002,1165.5819999999999,1140.103,1191.467,1141.508,1119.886,1176.425,1122.997,1182.2330000000002,1142.095,1305.543,1352.069,1184.4289999999999,1180.4460000000001,1165.332,1152.946,119.67
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1
paginated_count,40
time_diff_total,48024.788
