991.264,1004.1450000000001,952.671,993.0870000000001,1072.327,1087.591,974.876,962.3009999999999,964.941,963.382,963.2180000000001,958.3340000000001,955.7600000000001,949.1220000000001,949.467,952.6510000000001,998.255,932.942,931.658,954.677,971.546,1226.679,967.0889999999999,947.6949999999999,942.6759999999999,950.836,961.795,953.673,943.7520000000001,945.804,932.486,953.119,977.128,1021.9039999999999,951.135,949.419,1268.364,970.697,947.7090000000001,941.303,891.5509999999999,969.761,966.579,947.725,959.708,959.3699999999999,964.349,996.278,963.581,958.405,120.21600000000001
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,1
paginated_count,50
time_diff_total,48963.038
