1244.983,1260.412,1286.2530000000002,1260.688,1311.783,1201.196,1308.598,1609.302,1250.395,1277.156,1231.5149999999999,1235.801,1170.116,1221.118,1173.029,1211.435,1227.718,1285.0680000000002,1260.669,1574.228,1233.1209999999999,1354.194,1519.4209999999998,2391.366,1752.944,1915.1009999999999,1635.056,1326.7359999999999,1955.767,1504.056,1607.802,1468.882,1251.4479999999999,1210.776,1216.018,1498.278,1219.873,1258.429,1281.968,1270.14,125.98500000000001
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1
paginated_count,40
time_diff_total,55630.072
