1218.582,1196.21,1255.906,1326.5849999999998,1190.609,1167.297,1214.955,1220.6090000000002,1505.902,1184.809,1190.075,1181.192,1174.568,1211.4769999999999,1152.205,1165.837,1223.388,1155.423,1215.584,1132.2069999999999,1306.395,1379.329,1172.125,1154.252,1143.532,1159.558,1228.7820000000002,1155.109,1197.817,1147.777,1166.557,1164.679,1467.708,1139.516,1139.695,1170.16,1236.167,1170.758,1198.7259999999999,1165.3039999999999,166.781
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1
paginated_count,40
