time_diff_page,1020.4459999999999,405.993,1031.9089999999999,315.436,966.886,315.124
response_each_page,40,11,40,11,40,11
paginated_count,1
iteration,3
time_diff_total,1427.343,1348.2069999999999,1282.7930000000001
