1377.686,150.63299999999998,173.589,158.672,119.081,118.556,118.095,116.062,88.823,116.67,94.17699999999999,113.68599999999999,115.494,118.259,116.798,98.73,97.88900000000001,120.378,157.99699999999999,117.388,120.95,99.356,109.872,117.741,98.658,113.042,92.53500000000001,112.679,98.88900000000001,119.88600000000001,100.26,120.987,93.776,114.869,97.641,96.61200000000001,151.87800000000001,97.653,98.566,119.01599999999999,93.678,115.261,100.535,88.105,88.882,107.532,116.366,120.509,117.05699999999999,99.503,115.774,118.29299999999999,94.817,96.398,163.742,125.97800000000001,116.32199999999999,117.983,117.10600000000001,113.266,114.343,115.823,116.98,107.669,118.96,110.875,89.968,117.652,109.92,115.145,111.875,100.26599999999999,141.56,115.584,116.43100000000001,107.185,93.89699999999999,114.52,117.827,93.151,114.459,112.5,114.586,113.4,115.068,115.169,111.383,115.189,100.53099999999999,160.963,90.339,115.209,96.44500000000001,95.303,102.478,114.82199999999999,113.668,113.58600000000001,113.62400000000001,100.685
iteration,100
