104.494,86.172,105.537,77.557,80.00999999999999,77.53,77.39999999999999,80.914,74.921,81.82000000000001,84.19200000000001,136.75799999999998,77.589,82.623,83.579,80.51700000000001,101.701,78.90700000000001,81.446,115.853,77.841,75.561,97.40899999999999,81.204,98.67399999999999,69.979,74.595,77.261,75.257,82.678,78.542,80.758,78.74000000000001,77.741,76.262,76.36999999999999,72.328,77.295,77.788,87.798,91.28,106.41499999999999,68.16,102.494,83.233,90.33,99.81,89.92,154.356,90.217,85.047,100.91600000000001,85.18599999999999,88.438,108.788,78.679,84.295,87.10900000000001,91.391,108.34100000000001,87.892,83.459,85.32,106.526,87.475,82.27,81.871,82.768,78.847,102.49900000000001,81.478,77.449,79.97,76.547,83.122,73.342,78.357,100.747,75.386,80.543,99.934,86.946,97.626,76.006,163.92200000000003,99.675,76.53699999999999,79.27,84.78399999999999,73.82900000000001,82.655,97.321,99.005,87.771,80.28200000000001,80.87700000000001,75.89999999999999,82.533,107.226,78.47
iteration,100
